Variable 1,Variable 2,Correlation (Total),Correlation (Churn=0),Correlation (Churn=1),Correlation (Total) (ABS),Correlation (Churn=0) (ABS),Correlation (Churn=1) (ABS)
aug_vbc_3g,vol_2g_mb_6,0.1231,0.1286,0.0196,0.1231,0.1286,0.0196
aug_vbc_3g,vol_2g_mb_7,0.1181,0.1181,0.0771,0.1181,0.1181,0.0771
aug_vbc_3g,vol_2g_mb_8,0.1134,0.1105,0.0907,0.1134,0.1105,0.0907
aug_vbc_3g,vol_3g_mb_6,0.4082,0.428,0.1612,0.4082,0.428,0.1612
aug_vbc_3g,vol_3g_mb_7,0.4771,0.4854,0.3016,0.4771,0.4854,0.3016
aug_vbc_3g,vol_3g_mb_8,0.6319,0.64,0.3559,0.6319,0.64,0.3559
aug_vbc_3g,monthly_2g_6,0.2084,0.215,0.0418,0.2084,0.215,0.0418
aug_vbc_3g,monthly_2g_7,0.2352,0.237,0.1099,0.2352,0.237,0.1099
aug_vbc_3g,monthly_2g_8,0.2541,0.2547,0.1059,0.2541,0.2547,0.1059
aug_vbc_3g,sachet_2g_6,0.057,0.0606,-0.0054,0.057,0.0606,0.0054
aug_vbc_3g,sachet_2g_7,0.0609,0.0617,0.0065,0.0609,0.0617,0.0065
aug_vbc_3g,sachet_2g_8,0.0691,0.0662,0.0176,0.0691,0.0662,0.0176
aug_vbc_3g,monthly_3g_6,0.3258,0.3379,0.1523,0.3258,0.3379,0.1523
aug_vbc_3g,monthly_3g_7,0.369,0.3744,0.2329,0.369,0.3744,0.2329
aug_vbc_3g,monthly_3g_8,0.4421,0.4453,0.2953,0.4421,0.4453,0.2953
aug_vbc_3g,sachet_3g_6,0.0894,0.0944,0.0269,0.0894,0.0944,0.0269
aug_vbc_3g,sachet_3g_7,0.0897,0.0919,0.0479,0.0897,0.0919,0.0479
aug_vbc_3g,sachet_3g_8,0.1016,0.101,0.0607,0.1016,0.101,0.0607
aug_vbc_3g,aon,0.0061,-0.0027,0.0014,0.0061,0.0027,0.0014
jul_vbc_3g,arpu_6,0.1842,0.1975,0.0801,0.1842,0.1975,0.0801
jul_vbc_3g,arpu_7,0.2183,0.22,0.1772,0.2183,0.22,0.1772
jul_vbc_3g,arpu_8,0.1776,0.1775,0.1032,0.1776,0.1775,0.1032
jul_vbc_3g,onnet_mou_6,-0.0111,-0.0075,-0.0275,0.0111,0.0075,0.0275
jul_vbc_3g,onnet_mou_7,-0.0072,-0.0074,-0.0091,0.0072,0.0074,0.0091
jul_vbc_3g,onnet_mou_8,-0.0069,-0.0108,0.008,0.0069,0.0108,0.008
jul_vbc_3g,offnet_mou_6,0.0174,0.0208,-0.0009,0.0174,0.0208,0.0009
jul_vbc_3g,offnet_mou_7,0.0144,0.0123,0.0254,0.0144,0.0123,0.0254
jul_vbc_3g,offnet_mou_8,0.0157,0.0102,0.0511,0.0157,0.0102,0.0511
jul_vbc_3g,roam_ic_mou_6,0.0182,0.0233,0.0044,0.0182,0.0233,0.0044
jul_vbc_3g,roam_ic_mou_7,0.0264,0.0354,0.0089,0.0264,0.0354,0.0089
jul_vbc_3g,roam_ic_mou_8,0.0271,0.0348,0.0066,0.0271,0.0348,0.0066
jul_vbc_3g,roam_og_mou_6,0.0112,0.0154,0.0016,0.0112,0.0154,0.0016
jul_vbc_3g,roam_og_mou_7,0.0192,0.0262,0.0004,0.0192,0.0262,0.0004
jul_vbc_3g,roam_og_mou_8,0.0185,0.0255,-0.0036,0.0185,0.0255,0.0036
jul_vbc_3g,loc_og_t2t_mou_6,0.0347,0.0334,0.0318,0.0347,0.0334,0.0318
jul_vbc_3g,loc_og_t2t_mou_7,0.041,0.0384,0.0517,0.041,0.0384,0.0517
jul_vbc_3g,loc_og_t2t_mou_8,0.0437,0.0413,0.0365,0.0437,0.0413,0.0365
jul_vbc_3g,loc_og_t2m_mou_6,0.0661,0.064,0.0554,0.0661,0.064,0.0554
jul_vbc_3g,loc_og_t2m_mou_7,0.0674,0.0633,0.0734,0.0674,0.0633,0.0734
jul_vbc_3g,loc_og_t2m_mou_8,0.0697,0.0638,0.1344,0.0697,0.0638,0.1344
jul_vbc_3g,loc_og_t2f_mou_6,0.0495,0.0478,0.0443,0.0495,0.0478,0.0443
jul_vbc_3g,loc_og_t2f_mou_7,0.0553,0.0529,0.0617,0.0553,0.0529,0.0617
jul_vbc_3g,loc_og_t2f_mou_8,0.0507,0.0466,0.1025,0.0507,0.0466,0.1025
jul_vbc_3g,loc_og_t2c_mou_6,0.0213,0.0232,0.0011,0.0213,0.0232,0.0011
jul_vbc_3g,loc_og_t2c_mou_7,0.0162,0.017,0.0183,0.0162,0.017,0.0183
jul_vbc_3g,loc_og_t2c_mou_8,0.0103,0.0083,0.0171,0.0103,0.0083,0.0171
jul_vbc_3g,loc_og_mou_6,0.0658,0.0635,0.0581,0.0658,0.0635,0.0581
jul_vbc_3g,loc_og_mou_7,0.0707,0.0666,0.0808,0.0707,0.0666,0.0808
jul_vbc_3g,loc_og_mou_8,0.0733,0.0683,0.1063,0.0733,0.0683,0.1063
jul_vbc_3g,std_og_t2t_mou_6,-0.0339,-0.0309,-0.0416,0.0339,0.0309,0.0416
jul_vbc_3g,std_og_t2t_mou_7,-0.0329,-0.0338,-0.022,0.0329,0.0338,0.022
jul_vbc_3g,std_og_t2t_mou_8,-0.0339,-0.0382,0.0007,0.0339,0.0382,0.0007
jul_vbc_3g,std_og_t2m_mou_6,-0.0269,-0.025,-0.0243,0.0269,0.025,0.0243
jul_vbc_3g,std_og_t2m_mou_7,-0.029,-0.0314,-0.0007,0.029,0.0314,0.0007
jul_vbc_3g,std_og_t2m_mou_8,-0.0276,-0.032,0.0075,0.0276,0.032,0.0075
jul_vbc_3g,std_og_t2f_mou_6,0.0094,0.0087,0.0041,0.0094,0.0087,0.0041
jul_vbc_3g,std_og_t2f_mou_7,0.015,0.014,0.0169,0.015,0.014,0.0169
jul_vbc_3g,std_og_t2f_mou_8,0.0135,0.0123,0.006,0.0135,0.0123,0.006
jul_vbc_3g,std_og_mou_6,-0.0394,-0.036,-0.0439,0.0394,0.036,0.0439
jul_vbc_3g,std_og_mou_7,-0.0401,-0.0422,-0.0153,0.0401,0.0422,0.0153
jul_vbc_3g,std_og_mou_8,-0.0399,-0.0456,0.005,0.0399,0.0456,0.005
jul_vbc_3g,isd_og_mou_6,0.0057,0.0056,0.0114,0.0057,0.0056,0.0114
jul_vbc_3g,isd_og_mou_7,0.0087,0.0072,0.046,0.0087,0.0072,0.046
jul_vbc_3g,isd_og_mou_8,0.007,0.0055,0.0509,0.007,0.0055,0.0509
jul_vbc_3g,spl_og_mou_6,0.014,0.0162,-0.0069,0.014,0.0162,0.0069
jul_vbc_3g,spl_og_mou_7,0.0079,0.0069,0.0167,0.0079,0.0069,0.0167
jul_vbc_3g,spl_og_mou_8,0.0096,0.0068,0.0176,0.0096,0.0068,0.0176
jul_vbc_3g,og_others_6,-0.0059,-0.0051,-0.0123,0.0059,0.0051,0.0123
jul_vbc_3g,og_others_7,0.0217,0.0225,-0.0026,0.0217,0.0225,0.0026
jul_vbc_3g,og_others_8,0.0059,0.0059,-0.0043,0.0059,0.0059,0.0043
jul_vbc_3g,total_og_mou_6,0.0035,0.0076,-0.0218,0.0035,0.0076,0.0218
jul_vbc_3g,total_og_mou_7,0.0036,0.0008,0.0133,0.0036,0.0008,0.0133
jul_vbc_3g,total_og_mou_8,0.0046,-0.0033,0.0404,0.0046,0.0033,0.0404
jul_vbc_3g,loc_ic_t2t_mou_6,0.0274,0.0272,0.0122,0.0274,0.0272,0.0122
jul_vbc_3g,loc_ic_t2t_mou_7,0.0324,0.0313,0.0188,0.0324,0.0313,0.0188
jul_vbc_3g,loc_ic_t2t_mou_8,0.0306,0.028,0.022,0.0306,0.028,0.022
jul_vbc_3g,loc_ic_t2m_mou_6,0.0626,0.0615,0.037,0.0626,0.0615,0.037
jul_vbc_3g,loc_ic_t2m_mou_7,0.0705,0.0661,0.0778,0.0705,0.0661,0.0778
jul_vbc_3g,loc_ic_t2m_mou_8,0.0652,0.0604,0.0726,0.0652,0.0604,0.0726
jul_vbc_3g,loc_ic_t2f_mou_6,0.0463,0.0447,0.0341,0.0463,0.0447,0.0341
jul_vbc_3g,loc_ic_t2f_mou_7,0.0452,0.0423,0.0607,0.0452,0.0423,0.0607
jul_vbc_3g,loc_ic_t2f_mou_8,0.0495,0.0465,0.0748,0.0495,0.0465,0.0748
jul_vbc_3g,loc_ic_mou_6,0.0641,0.0633,0.035,0.0641,0.0633,0.035
jul_vbc_3g,loc_ic_mou_7,0.072,0.0685,0.0624,0.072,0.0685,0.0624
jul_vbc_3g,loc_ic_mou_8,0.0681,0.0636,0.0674,0.0681,0.0636,0.0674
jul_vbc_3g,std_ic_t2t_mou_6,0.0231,0.0239,0.0233,0.0231,0.0239,0.0233
jul_vbc_3g,std_ic_t2t_mou_7,0.0306,0.0313,0.0192,0.0306,0.0313,0.0192
jul_vbc_3g,std_ic_t2t_mou_8,0.0308,0.0302,-0.0013,0.0308,0.0302,0.0013
jul_vbc_3g,std_ic_t2m_mou_6,0.0211,0.0248,-0.0135,0.0211,0.0248,0.0135
jul_vbc_3g,std_ic_t2m_mou_7,0.0273,0.0278,0.0024,0.0273,0.0278,0.0024
jul_vbc_3g,std_ic_t2m_mou_8,0.028,0.0266,0.0008,0.028,0.0266,0.0008
jul_vbc_3g,std_ic_t2f_mou_6,0.0203,0.0197,0.016,0.0203,0.0197,0.016
jul_vbc_3g,std_ic_t2f_mou_7,0.024,0.023,0.0216,0.024,0.023,0.0216
jul_vbc_3g,std_ic_t2f_mou_8,0.0211,0.0198,0.0252,0.0211,0.0198,0.0252
jul_vbc_3g,std_ic_mou_6,0.0308,0.034,0.0032,0.0308,0.034,0.0032
jul_vbc_3g,std_ic_mou_7,0.0392,0.0398,0.0141,0.0392,0.0398,0.0141
jul_vbc_3g,std_ic_mou_8,0.0393,0.0381,0.0015,0.0393,0.0381,0.0015
jul_vbc_3g,total_ic_mou_6,0.0699,0.0703,0.0301,0.0699,0.0703,0.0301
jul_vbc_3g,total_ic_mou_7,0.08,0.076,0.072,0.08,0.076,0.072
jul_vbc_3g,total_ic_mou_8,0.0769,0.0713,0.0607,0.0769,0.0713,0.0607
jul_vbc_3g,spl_ic_mou_6,-0.025,-0.0276,-0.0058,0.025,0.0276,0.0058
jul_vbc_3g,spl_ic_mou_7,-0.0287,-0.0311,-0.009,0.0287,0.0311,0.009
jul_vbc_3g,spl_ic_mou_8,-0.0343,-0.0398,0.0515,0.0343,0.0398,0.0515
jul_vbc_3g,isd_ic_mou_6,0.0156,0.0151,0.023,0.0156,0.0151,0.023
jul_vbc_3g,isd_ic_mou_7,0.0143,0.0114,0.051,0.0143,0.0114,0.051
jul_vbc_3g,isd_ic_mou_8,0.0163,0.0154,0.0139,0.0163,0.0154,0.0139
jul_vbc_3g,ic_others_6,0.0049,0.0049,-0.001,0.0049,0.0049,0.001
jul_vbc_3g,ic_others_7,0.0023,0.0018,0.0048,0.0023,0.0018,0.0048
jul_vbc_3g,ic_others_8,0.0007,-0.0008,0.0322,0.0007,0.0008,0.0322
jul_vbc_3g,total_rech_num_6,0.0334,0.04,-0.018,0.0334,0.04,0.018
jul_vbc_3g,total_rech_num_7,0.0394,0.0367,0.0419,0.0394,0.0367,0.0419
jul_vbc_3g,total_rech_num_8,0.0072,0.0001,0.0098,0.0072,0.0001,0.0098
jul_vbc_3g,total_rech_amt_6,0.1727,0.1847,0.0717,0.1727,0.1847,0.0717
jul_vbc_3g,total_rech_amt_7,0.21,0.2124,0.1574,0.21,0.2124,0.1574
jul_vbc_3g,total_rech_amt_8,0.1675,0.1669,0.0964,0.1675,0.1669,0.0964
jul_vbc_3g,max_rech_amt_6,0.2185,0.2255,0.1529,0.2185,0.2255,0.1529
jul_vbc_3g,max_rech_amt_7,0.263,0.27,0.1907,0.263,0.27,0.1907
jul_vbc_3g,max_rech_amt_8,0.2143,0.2172,0.1366,0.2143,0.2172,0.1366
jul_vbc_3g,date_of_last_rech_6,0.0231,0.0234,0.008,0.0231,0.0234,0.008
jul_vbc_3g,date_of_last_rech_7,0.0279,0.0215,0.037,0.0279,0.0215,0.037
jul_vbc_3g,date_of_last_rech_8,0.0287,0.0229,0.0141,0.0287,0.0229,0.0141
jul_vbc_3g,last_day_rch_amt_6,0.1466,0.1471,0.145,0.1466,0.1471,0.145
jul_vbc_3g,last_day_rch_amt_7,0.14,0.1387,0.134,0.14,0.1387,0.134
jul_vbc_3g,last_day_rch_amt_8,0.1298,0.129,0.0707,0.1298,0.129,0.0707
jul_vbc_3g,vol_2g_mb_6,0.1226,0.1268,0.0543,0.1226,0.1268,0.0543
jul_vbc_3g,vol_2g_mb_7,0.1248,0.1232,0.1295,0.1248,0.1232,0.1295
jul_vbc_3g,vol_2g_mb_8,0.1,0.098,0.1008,0.1,0.098,0.1008
jul_vbc_3g,vol_3g_mb_6,0.4656,0.4825,0.2771,0.4656,0.4825,0.2771
jul_vbc_3g,vol_3g_mb_7,0.6378,0.6421,0.5573,0.6378,0.6421,0.5573
jul_vbc_3g,vol_3g_mb_8,0.4846,0.492,0.2975,0.4846,0.492,0.2975
jul_vbc_3g,monthly_2g_6,0.2209,0.225,0.1315,0.2209,0.225,0.1315
jul_vbc_3g,monthly_2g_7,0.248,0.2494,0.184,0.248,0.2494,0.184
jul_vbc_3g,monthly_2g_8,0.2061,0.2072,0.1295,0.2061,0.2072,0.1295
jul_vbc_3g,sachet_2g_6,0.0645,0.0673,0.0236,0.0645,0.0673,0.0236
jul_vbc_3g,sachet_2g_7,0.0667,0.0662,0.0531,0.0667,0.0662,0.0531
jul_vbc_3g,sachet_2g_8,0.0526,0.0513,0.0141,0.0526,0.0513,0.0141
jul_vbc_3g,monthly_3g_6,0.3836,0.3912,0.2869,0.3836,0.3912,0.2869
jul_vbc_3g,monthly_3g_7,0.4498,0.4536,0.3686,0.4498,0.4536,0.3686
jul_vbc_3g,monthly_3g_8,0.3722,0.3776,0.2243,0.3722,0.3776,0.2243
jul_vbc_3g,sachet_3g_6,0.1057,0.1087,0.0746,0.1057,0.1087,0.0746
jul_vbc_3g,sachet_3g_7,0.1032,0.1003,0.1421,0.1032,0.1003,0.1421
jul_vbc_3g,sachet_3g_8,0.0857,0.0856,0.0637,0.0857,0.0856,0.0637
jul_vbc_3g,aon,0.0067,0.0003,0.0169,0.0067,0.0003,0.0169
jul_vbc_3g,aug_vbc_3g,0.691,0.699,0.5159,0.691,0.699,0.5159
jun_vbc_3g,arpu_6,0.2178,0.2267,0.1564,0.2178,0.2267,0.1564
jun_vbc_3g,arpu_7,0.1712,0.1773,0.0903,0.1712,0.1773,0.0903
jun_vbc_3g,arpu_8,0.1575,0.164,0.0372,0.1575,0.164,0.0372
jun_vbc_3g,onnet_mou_6,-0.0068,-0.0033,-0.0253,0.0068,0.0033,0.0253
jun_vbc_3g,onnet_mou_7,-0.0113,-0.0095,-0.0318,0.0113,0.0095,0.0318
jun_vbc_3g,onnet_mou_8,-0.0069,-0.0082,-0.0153,0.0069,0.0082,0.0153
jun_vbc_3g,offnet_mou_6,0.0236,0.0269,0.0041,0.0236,0.0269,0.0041
jun_vbc_3g,offnet_mou_7,0.0102,0.0108,-0.0034,0.0102,0.0108,0.0034
jun_vbc_3g,offnet_mou_8,0.0117,0.009,0.0205,0.0117,0.009,0.0205
jun_vbc_3g,roam_ic_mou_6,0.026,0.0252,0.0439,0.026,0.0252,0.0439
jun_vbc_3g,roam_ic_mou_7,0.035,0.0432,0.0198,0.035,0.0432,0.0198
jun_vbc_3g,roam_ic_mou_8,0.0324,0.0397,0.0105,0.0324,0.0397,0.0105
jun_vbc_3g,roam_og_mou_6,0.0172,0.0163,0.0354,0.0172,0.0163,0.0354
jun_vbc_3g,roam_og_mou_7,0.0251,0.0285,0.0222,0.0251,0.0285,0.0222
jun_vbc_3g,roam_og_mou_8,0.0264,0.0343,-0.0038,0.0264,0.0343,0.0038
jun_vbc_3g,loc_og_t2t_mou_6,0.0393,0.0388,0.0336,0.0393,0.0388,0.0336
jun_vbc_3g,loc_og_t2t_mou_7,0.0379,0.0379,0.0163,0.0379,0.0379,0.0163
jun_vbc_3g,loc_og_t2t_mou_8,0.0422,0.0422,0.0131,0.0422,0.0422,0.0131
jun_vbc_3g,loc_og_t2m_mou_6,0.0679,0.067,0.0597,0.0679,0.067,0.0597
jun_vbc_3g,loc_og_t2m_mou_7,0.0599,0.0588,0.0466,0.0599,0.0588,0.0466
jun_vbc_3g,loc_og_t2m_mou_8,0.0649,0.0625,0.0903,0.0649,0.0625,0.0903
jun_vbc_3g,loc_og_t2f_mou_6,0.0568,0.0548,0.0786,0.0568,0.0548,0.0786
jun_vbc_3g,loc_og_t2f_mou_7,0.0517,0.0508,0.0498,0.0517,0.0508,0.0498
jun_vbc_3g,loc_og_t2f_mou_8,0.0484,0.0478,0.038,0.0484,0.0478,0.038
jun_vbc_3g,loc_og_t2c_mou_6,0.0239,0.0254,0.0109,0.0239,0.0254,0.0109
jun_vbc_3g,loc_og_t2c_mou_7,0.0084,0.01,0.0024,0.0084,0.01,0.0024
jun_vbc_3g,loc_og_t2c_mou_8,0.0032,0.0027,-0.0058,0.0032,0.0027,0.0058
jun_vbc_3g,loc_og_mou_6,0.0699,0.0691,0.0624,0.0699,0.0691,0.0624
jun_vbc_3g,loc_og_mou_7,0.064,0.0634,0.0433,0.064,0.0634,0.0433
jun_vbc_3g,loc_og_mou_8,0.0695,0.0682,0.0669,0.0695,0.0682,0.0669
jun_vbc_3g,std_og_t2t_mou_6,-0.032,-0.0292,-0.0438,0.032,0.0292,0.0438
jun_vbc_3g,std_og_t2t_mou_7,-0.0367,-0.0361,-0.0416,0.0367,0.0361,0.0416
jun_vbc_3g,std_og_t2t_mou_8,-0.035,-0.0374,-0.0228,0.035,0.0374,0.0228
jun_vbc_3g,std_og_t2m_mou_6,-0.0215,-0.0196,-0.0261,0.0215,0.0196,0.0261
jun_vbc_3g,std_og_t2m_mou_7,-0.0301,-0.0304,-0.0266,0.0301,0.0304,0.0266
jun_vbc_3g,std_og_t2m_mou_8,-0.0306,-0.0329,-0.0207,0.0306,0.0329,0.0207
jun_vbc_3g,std_og_t2f_mou_6,0.0131,0.0128,0.0099,0.0131,0.0128,0.0099
jun_vbc_3g,std_og_t2f_mou_7,0.0175,0.0177,0.0068,0.0175,0.0177,0.0068
jun_vbc_3g,std_og_t2f_mou_8,0.0197,0.0199,-0.0049,0.0197,0.0199,0.0049
jun_vbc_3g,std_og_mou_6,-0.0346,-0.0314,-0.0468,0.0346,0.0314,0.0468
jun_vbc_3g,std_og_mou_7,-0.0432,-0.0429,-0.0454,0.0432,0.0429,0.0454
jun_vbc_3g,std_og_mou_8,-0.0424,-0.0455,-0.0278,0.0424,0.0455,0.0278
jun_vbc_3g,isd_og_mou_6,0.0019,0.0012,0.0135,0.0019,0.0012,0.0135
jun_vbc_3g,isd_og_mou_7,0.0041,0.0022,0.0399,0.0041,0.0022,0.0399
jun_vbc_3g,isd_og_mou_8,0.0034,0.002,0.039,0.0034,0.002,0.039
jun_vbc_3g,spl_og_mou_6,0.0213,0.0221,0.016,0.0213,0.0221,0.016
jun_vbc_3g,spl_og_mou_7,0.0027,0.003,-0.0027,0.0027,0.003,0.0027
jun_vbc_3g,spl_og_mou_8,0.0051,0.0042,-0.0116,0.0051,0.0042,0.0116
jun_vbc_3g,og_others_6,-0.0017,-0.0005,-0.0124,0.0017,0.0005,0.0124
jun_vbc_3g,og_others_7,0.0051,0.0054,-0.0029,0.0051,0.0054,0.0029
jun_vbc_3g,og_others_8,0.0015,0.0014,-0.0011,0.0015,0.0014,0.0011
jun_vbc_3g,total_og_mou_6,0.01,0.0146,-0.0202,0.01,0.0146,0.0202
jun_vbc_3g,total_og_mou_7,-0.0034,-0.0022,-0.0272,0.0034,0.0022,0.0272
jun_vbc_3g,total_og_mou_8,-0.0007,-0.0037,-0.0106,0.0007,0.0037,0.0106
jun_vbc_3g,loc_ic_t2t_mou_6,0.0272,0.0259,0.0332,0.0272,0.0259,0.0332
jun_vbc_3g,loc_ic_t2t_mou_7,0.0248,0.0245,0.0141,0.0248,0.0245,0.0141
jun_vbc_3g,loc_ic_t2t_mou_8,0.0265,0.0254,0.0179,0.0265,0.0254,0.0179
jun_vbc_3g,loc_ic_t2m_mou_6,0.0663,0.0661,0.0481,0.0663,0.0661,0.0481
jun_vbc_3g,loc_ic_t2m_mou_7,0.068,0.0672,0.0478,0.068,0.0672,0.0478
jun_vbc_3g,loc_ic_t2m_mou_8,0.062,0.0601,0.0621,0.062,0.0601,0.0621
jun_vbc_3g,loc_ic_t2f_mou_6,0.0477,0.0457,0.0639,0.0477,0.0457,0.0639
jun_vbc_3g,loc_ic_t2f_mou_7,0.0414,0.0393,0.0709,0.0414,0.0393,0.0709
jun_vbc_3g,loc_ic_t2f_mou_8,0.0428,0.0419,0.0453,0.0428,0.0419,0.0453
jun_vbc_3g,loc_ic_mou_6,0.0664,0.0657,0.0561,0.0664,0.0657,0.0561
jun_vbc_3g,loc_ic_mou_7,0.0655,0.0649,0.0441,0.0655,0.0649,0.0441
jun_vbc_3g,loc_ic_mou_8,0.0631,0.0613,0.0629,0.0631,0.0613,0.0629
jun_vbc_3g,std_ic_t2t_mou_6,0.0224,0.0217,0.0321,0.0224,0.0217,0.0321
jun_vbc_3g,std_ic_t2t_mou_7,0.0214,0.0231,0.0027,0.0214,0.0231,0.0027
jun_vbc_3g,std_ic_t2t_mou_8,0.0272,0.028,-0.0127,0.0272,0.028,0.0127
jun_vbc_3g,std_ic_t2m_mou_6,0.0224,0.0232,0.0181,0.0224,0.0232,0.0181
jun_vbc_3g,std_ic_t2m_mou_7,0.0179,0.0191,-0.0062,0.0179,0.0191,0.0062
jun_vbc_3g,std_ic_t2m_mou_8,0.0203,0.0203,-0.0079,0.0203,0.0203,0.0079
jun_vbc_3g,std_ic_t2f_mou_6,0.02,0.0198,0.0167,0.02,0.0198,0.0167
jun_vbc_3g,std_ic_t2f_mou_7,0.0199,0.0196,0.016,0.0199,0.0196,0.016
jun_vbc_3g,std_ic_t2f_mou_8,0.0184,0.0181,0.0097,0.0184,0.0181,0.0097
jun_vbc_3g,std_ic_mou_6,0.0313,0.0316,0.0319,0.0313,0.0316,0.0319
jun_vbc_3g,std_ic_mou_7,0.027,0.0286,-0.0018,0.027,0.0286,0.0018
jun_vbc_3g,std_ic_mou_8,0.0316,0.032,-0.0086,0.0316,0.032,0.0086
jun_vbc_3g,total_ic_mou_6,0.0736,0.0724,0.0714,0.0736,0.0724,0.0714
jun_vbc_3g,total_ic_mou_7,0.0685,0.0678,0.0454,0.0685,0.0678,0.0454
jun_vbc_3g,total_ic_mou_8,0.0663,0.0655,0.0202,0.0663,0.0655,0.0202
jun_vbc_3g,spl_ic_mou_6,-0.0187,-0.0202,-0.01,0.0187,0.0202,0.01
jun_vbc_3g,spl_ic_mou_7,-0.0233,-0.0244,-0.0193,0.0233,0.0244,0.0193
jun_vbc_3g,spl_ic_mou_8,-0.0351,-0.0386,-0.0014,0.0351,0.0386,0.0014
jun_vbc_3g,isd_ic_mou_6,0.0204,0.0172,0.059,0.0204,0.0172,0.059
jun_vbc_3g,isd_ic_mou_7,0.0122,0.0091,0.0475,0.0122,0.0091,0.0475
jun_vbc_3g,isd_ic_mou_8,0.0096,0.0092,0.0054,0.0096,0.0092,0.0054
jun_vbc_3g,ic_others_6,0.0038,0.003,0.017,0.0038,0.003,0.017
jun_vbc_3g,ic_others_7,0.0022,0.0019,0.0029,0.0022,0.0019,0.0029
jun_vbc_3g,ic_others_8,0.0005,-0.0005,0.0184,0.0005,0.0005,0.0184
jun_vbc_3g,total_rech_num_6,0.0427,0.0477,0.0081,0.0427,0.0477,0.0081
jun_vbc_3g,total_rech_num_7,0.0183,0.0198,-0.0143,0.0183,0.0198,0.0143
jun_vbc_3g,total_rech_num_8,-0.0045,-0.0064,-0.0435,0.0045,0.0064,0.0435
jun_vbc_3g,total_rech_amt_6,0.2021,0.211,0.1341,0.2021,0.211,0.1341
jun_vbc_3g,total_rech_amt_7,0.1631,0.1705,0.067,0.1631,0.1705,0.067
jun_vbc_3g,total_rech_amt_8,0.1493,0.1551,0.0328,0.1493,0.1551,0.0328
jun_vbc_3g,max_rech_amt_6,0.2436,0.2478,0.2077,0.2436,0.2478,0.2077
jun_vbc_3g,max_rech_amt_7,0.2139,0.227,0.0922,0.2139,0.227,0.0922
jun_vbc_3g,max_rech_amt_8,0.1958,0.2071,0.062,0.1958,0.2071,0.062
jun_vbc_3g,date_of_last_rech_6,0.0276,0.0254,0.0372,0.0276,0.0254,0.0372
jun_vbc_3g,date_of_last_rech_7,0.0177,0.0177,0.0092,0.0177,0.0177,0.0092
jun_vbc_3g,date_of_last_rech_8,0.0097,0.0185,-0.0464,0.0097,0.0185,0.0464
jun_vbc_3g,last_day_rch_amt_6,0.152,0.1509,0.1624,0.152,0.1509,0.1624
jun_vbc_3g,last_day_rch_amt_7,0.1152,0.1211,0.042,0.1152,0.1211,0.042
jun_vbc_3g,last_day_rch_amt_8,0.1208,0.1243,0.0467,0.1208,0.1243,0.0467
jun_vbc_3g,vol_2g_mb_6,0.1265,0.1297,0.0833,0.1265,0.1297,0.0833
jun_vbc_3g,vol_2g_mb_7,0.0862,0.0881,0.0472,0.0862,0.0881,0.0472
jun_vbc_3g,vol_2g_mb_8,0.0903,0.0917,0.0467,0.0903,0.0917,0.0467
jun_vbc_3g,vol_3g_mb_6,0.6363,0.649,0.5101,0.6363,0.649,0.5101
jun_vbc_3g,vol_3g_mb_7,0.486,0.5001,0.2857,0.486,0.5001,0.2857
jun_vbc_3g,vol_3g_mb_8,0.4488,0.4663,0.1386,0.4488,0.4663,0.1386
jun_vbc_3g,monthly_2g_6,0.2341,0.2337,0.2303,0.2341,0.2337,0.2303
jun_vbc_3g,monthly_2g_7,0.1852,0.1912,0.0715,0.1852,0.1912,0.0715
jun_vbc_3g,monthly_2g_8,0.1738,0.1791,0.0496,0.1738,0.1791,0.0496
jun_vbc_3g,sachet_2g_6,0.0694,0.0696,0.0651,0.0694,0.0696,0.0651
jun_vbc_3g,sachet_2g_7,0.051,0.0523,0.0245,0.051,0.0523,0.0245
jun_vbc_3g,sachet_2g_8,0.0405,0.0411,-0.0047,0.0405,0.0411,0.0047
jun_vbc_3g,monthly_3g_6,0.4654,0.4696,0.4166,0.4654,0.4696,0.4166
jun_vbc_3g,monthly_3g_7,0.3635,0.3725,0.2272,0.3635,0.3725,0.2272
jun_vbc_3g,monthly_3g_8,0.3431,0.3545,0.1357,0.3431,0.3545,0.1357
jun_vbc_3g,sachet_3g_6,0.1032,0.1037,0.0998,0.1032,0.1037,0.0998
jun_vbc_3g,sachet_3g_7,0.093,0.0916,0.1075,0.093,0.0916,0.1075
jun_vbc_3g,sachet_3g_8,0.0775,0.0789,0.0451,0.0775,0.0789,0.0451
jun_vbc_3g,aon,0.0014,-0.0044,0.0352,0.0014,0.0044,0.0352
jun_vbc_3g,aug_vbc_3g,0.5733,0.5948,0.22,0.5733,0.5948,0.22
jun_vbc_3g,jul_vbc_3g,0.6766,0.6924,0.4486,0.6766,0.6924,0.4486
date_of_last_rech_data_6,arpu_6,0.2088,0.2177,0.151,0.2088,0.2177,0.151
date_of_last_rech_data_6,arpu_7,0.1466,0.1519,0.0769,0.1466,0.1519,0.0769
date_of_last_rech_data_6,arpu_8,0.1225,0.1273,0.0145,0.1225,0.1273,0.0145
date_of_last_rech_data_6,onnet_mou_6,-0.0029,0.0027,-0.0308,0.0029,0.0027,0.0308
date_of_last_rech_data_6,onnet_mou_7,-0.0123,-0.0114,-0.023,0.0123,0.0114,0.023
